
"Nombre";"Monto";"Titulo";
"Weijing";"Senior Staff";96242.0;
"Tommaso";"Senior Staff";108460.0;
"Lubomir";"Senior Staff";101002.0;
"Sajjan";"Senior Staff";81060.0;
"Miquel";"Senior Staff";94418.0;
"Keung";"Staff";67887.0;
"Wilmer";"Senior Staff";106210.0;
"Yuuichi";"Senior Staff";104656.0;
"Jacqueline";"Senior Staff";104464.0;
"Haldon";"Staff";61033.0;
"Kazuhiko";"Senior Staff";99258.0;
"Persi";"Senior Staff";85967.0;
"Aleksandar";"Senior Staff";139443.0;
"Mabhin";"Staff";103975.0;
"Shem";"Staff";87867.0;
"Gadiel";"Senior Staff";85810.0;
"Fai";"Senior Staff";104940.0;
"Shem";"Senior Staff";124408.0;
"Rimli";"Staff";65746.0;
"Morris";"Senior Staff";77301.0;
"Maria";"Senior Staff";89848.0;
"Barna";"Senior Staff";72993.0;
"Gina";"Senior Staff";103685.0;
"Roselyn";"Staff";79542.0;
"Arvin";"Staff";85689.0;
"Oscar";"Senior Staff";84403.0;
"Cristinel";"Senior Staff";120790.0;
"Nectarios";"Senior Staff";90911.0;
"Arif";"Senior Staff";87039.0;
"Lihong";"Senior Staff";93118.0;
"Mabo";"Staff";87331.0;
"Vidya";"Senior Staff";124461.0;
"Nobuyoshi";"Senior Staff";88774.0;
"Rosella";"Staff";102054.0;
"Tzvetan";"Senior Staff";99175.0;
"Chandrasekaran";"Senior Staff";123823.0;
"Sadegh";"Senior Staff";110914.0;
"Tsvetan";"Senior Staff";101013.0;
"Anestis";"Staff";77200.0;
"Reinhold";"Senior Staff";114078.0;
"Kerryn";"Senior Staff";122225.0;
"Boaz";"Staff";78365.0;
"Parto";"Staff";70163.0;
"Bokyung";"Senior Staff";122855.0;
"Abdulah";"Senior Staff";106528.0;
"Nathan";"Senior Staff";69456.0;
"Chenxi";"Staff";78280.0;
"Barun";"Staff";69884.0;
"Gianluca";"Senior Staff";61456.0;
"Duangkaew";"Senior Staff";99492.0;
"Goo";"Senior Staff";47446.0;
"Zhenhua";"Senior Staff";78021.0;
"Danco";"Senior Staff";70764.0;
"Sangeeta";"Staff";57886.0;
"Geoffrey";"Senior Staff";108037.0;
"Constantine";"Senior Staff";121798.0;
"Udi";"Senior Staff";96893.0;
"Jingling";"Staff";79887.0;
"Susanna";"Staff";58083.0;
"Hugo";"Senior Staff";74578.0;
"Tran";"Senior Staff";103969.0;
"Kwangsub";"Senior Staff";83799.0;
"Mohan";"Senior Staff";78568.0;
"Lubomir";"Senior Staff";87796.0;
"Raimond";"Senior Staff";105545.0;
"Inderjeet";"Senior Staff";87826.0;
"Owen";"Senior Staff";129246.0;
"Beshir";"Senior Staff";70775.0;
"Sanjai";"Senior Staff";101389.0;
"Jayesh";"Staff";46591.0;
"Shuho";"Senior Staff";74354.0;
"Hisao";"Senior Staff";78146.0;
"Shietung";"Staff";83485.0;
"Michaela";"Senior Staff";98187.0;
"Tomofumi";"Senior Staff";119976.0;
"Magdalena";"Staff";106862.0;
"Basil";"Senior Staff";74034.0;
"Mircea";"Senior Staff";59295.0;
"Shigenori";"Senior Staff";97060.0;
"Achilleas";"Staff";81297.0;
"Boriana";"Senior Staff";95937.0;
"Heng";"Staff";73091.0;
"Ebbe";"Senior Staff";90070.0;
"Salvador";"Staff";69407.0;
"Niranjan";"Senior Staff";79326.0;
"Wanqing";"Senior Staff";71484.0;
"Lunjin";"Staff";86212.0;
"Mayuri";"Senior Staff";127636.0;
"Froduald";"Senior Staff";117514.0;
"Hsiangchu";"Senior Staff";79181.0;
"Saddek";"Senior Staff";73214.0;
"Mantis";"Staff";95854.0;
"Georg";"Senior Staff";94890.0;
"Volkmar";"Staff";74862.0;
"Huei";"Senior Staff";95396.0;
"Toong";"Staff";81142.0;
"Piyawadee";"Senior Staff";81635.0;
"Manton";"Senior Staff";103983.0;
"Sudhanshu";"Senior Staff";127350.0;
"Manohar";"Senior Staff";72113.0;
"Lenore";"Senior Staff";101431.0;
"Guoxiang";"Senior Staff";109507.0;
"Syozo";"Staff";70491.0;
"Yuriy";"Senior Staff";83989.0;
"Janche";"Senior Staff";110861.0;
"Ravishankar";"Senior Staff";93114.0;
"Fen";"Staff";78583.0;
"Gina";"Staff";68732.0;
"Yurii";"Staff";63200.0;
"Siddarth";"Senior Staff";90964.0;
"Chuanti";"Staff";86348.0;
"Weiwu";"Senior Staff";52812.0;
"Kousuke";"Senior Staff";92833.0;
"Rutger";"Senior Staff";104480.0;
"Jeong";"Senior Staff";128523.0;
"Aluzio";"Staff";88175.0;
"Tesuya";"Senior Staff";82465.0;
"Shay";"Senior Staff";89006.0;
"Junsik";"Senior Staff";75198.0;
"Augustine";"Senior Staff";86590.0;
"Bernd";"Senior Staff";108450.0;
"Sanjoy";"Senior Staff";91780.0;
"Yunming";"Senior Staff";84404.0;
"Sasan";"Senior Staff";120137.0;
"Utpal";"Senior Staff";92200.0;
"Jiafu";"Senior Staff";100569.0;
"Luisa";"Senior Staff";127628.0;
"Tadahiro";"Senior Staff";62675.0;
"Vasilii";"Senior Staff";59841.0;
"Jixiang";"Senior Staff";91008.0;
"Huan";"Senior Staff";54135.0;
"Saddek";"Senior Staff";69222.0;
"Renee";"Senior Staff";61231.0;
"Lucian";"Staff";84047.0;
"Stafford";"Staff";70326.0;
"Arra";"Senior Staff";90940.0;
"Godehard";"Senior Staff";98896.0;
"Ronghao";"Senior Staff";83828.0;
"Mona";"Senior Staff";102156.0;
"Anestis";"Senior Staff";112345.0;
"Koichi";"Staff";53508.0;
"Sanjay";"Senior Staff";102967.0;
"Junichi";"Staff";100987.0;
"Tse";"Senior Staff";65080.0;
"Uli";"Senior Staff";99283.0;
"Djenana";"Staff";89216.0;
"Mariangiola";"Senior Staff";100511.0;
"Khue";"Staff";43205.0;
"Quingbo";"Senior Staff";73014.0;
"Matt";"Senior Staff";64470.0;
"Kazuhira";"Senior Staff";91691.0;
"Hailing";"Senior Staff";117716.0;
"Zhiwei";"Senior Staff";90519.0;
"Piyawadee";"Staff";81358.0;
"Lunjin";"Senior Staff";104971.0;
"Jouni";"Senior Staff";77925.0;
"Basim";"Senior Staff";72253.0;
"Ghassan";"Staff";111680.0;
"Hein";"Senior Staff";77261.0;
"Bowen";"Staff";53522.0;
"Arto";"Senior Staff";72162.0;
"Kristin";"Staff";58217.0;
"Harjit";"Senior Staff";108783.0;
"Fay";"Senior Staff";107220.0;
"Muneo";"Senior Staff";110201.0;
"Nakhoon";"Senior Staff";77847.0;
"Jeanna";"Senior Staff";131231.0;
"Naftali";"Staff";79818.0;
"Abdulah";"Staff";77057.0;
"Gao";"Senior Staff";87722.0;
"Subir";"Senior Staff";67433.0;
"Christoph";"Senior Staff";101472.0;
"Branimir";"Staff";78702.0;
"Jouni";"Senior Staff";121216.0;
"Youssef";"Senior Staff";109641.0;
"Jiann";"Staff";76394.0;
"Huican";"Staff";98106.0;
"Vincent";"Senior Staff";63112.0;
"Marsal";"Senior Staff";119836.0;
"Gianluca";"Staff";74929.0;
"Feipei";"Staff";63232.0;
"Leaf";"Senior Staff";77700.0;
"Kwok";"Staff";48748.0;
"Ioana";"Staff";97868.0;
"Navid";"Senior Staff";83819.0;
"Anneli";"Senior Staff";81562.0;
"Kerryn";"Staff";90534.0;
"Vitali";"Senior Staff";70688.0;
"Evgueni";"Staff";77658.0;
"Atreye";"Senior Staff";112578.0;
"Huiqun";"Staff";106081.0;
"Conor";"Senior Staff";105306.0;
"Godehard";"Senior Staff";119376.0;
"Elvis";"Staff";69241.0;
"Utz";"Senior Staff";106152.0;
"Bedrich";"Senior Staff";73402.0;
"Godehard";"Senior Staff";110800.0;
"Marie";"Staff";101703.0;
"Leif";"Senior Staff";100388.0;
"Guangming";"Staff";81917.0;
"Tsz";"Senior Staff";116982.0;
"Heekeun";"Senior Staff";78503.0;
"Ung";"Staff";105095.0;
"Gio";"Senior Staff";99675.0;
"Vugranam";"Senior Staff";132491.0;
"KayLiang";"Staff";74233.0;
"Kolar";"Senior Staff";74698.0;
"Mamdouh";"Senior Staff";86947.0;
"Hilary";"Senior Staff";95966.0;
"Katsuyuki";"Senior Staff";113323.0;
"Herb";"Senior Staff";110845.0;
"Angus";"Staff";98406.0;
"Kenton";"Senior Staff";99999.0;
"Hugo";"Senior Staff";100335.0;
"Roddy";"Senior Staff";104848.0;
"Samphel";"Senior Staff";121359.0;
"Jiafu";"Senior Staff";118032.0;
"Susanna";"Senior Staff";97207.0;
"Dulce";"Senior Staff";102040.0;
"Taisook";"Senior Staff";95656.0;
"Munehiro";"Senior Staff";54021.0;
"King";"Senior Staff";55553.0;
"Stabislas";"Senior Staff";66601.0;
"Arra";"Senior Staff";125572.0;
"Henk";"Senior Staff";69958.0;
"Guoxiang";"Senior Staff";87346.0;
"Yinlin";"Staff";102697.0;
"Bernice";"Senior Staff";64930.0;
"Maja";"Staff";73475.0;
"Saniya";"Staff";88909.0;
"Hatim";"Senior Staff";113286.0;
"Hilari";"Senior Staff";88776.0;
"Ranan";"Senior Staff";88392.0;
"Ebru";"Senior Staff";98433.0;
"Guiseppe";"Senior Staff";78514.0;
"Shawna";"Staff";53085.0;
"Perry";"Staff";80141.0;
"Marlo";"Senior Staff";85366.0;
"Sreenivas";"Staff";76851.0;
"Mariangiola";"Senior Staff";90272.0;
"Berthier";"Senior Staff";94972.0;
"Divier";"Senior Staff";96613.0;
"Gregory";"Senior Staff";78314.0;
"Toshiki";"Senior Staff";85382.0;
"Sarita";"Senior Staff";90643.0;
"Ramalingam";"Senior Staff";103137.0;
"Abdelkader";"Senior Staff";87663.0;
"Douadi";"Senior Staff";67728.0;
"Kristian";"Senior Staff";99283.0;
"Aruna";"Staff";54665.0;
"Aloke";"Staff";82366.0;
"Danny";"Senior Staff";86083.0;
"Ortrud";"Senior Staff";91292.0;
"Bluma";"Senior Staff";93879.0;
"Saeed";"Senior Staff";82181.0;
"Qingxiang";"Senior Staff";81159.0;
"Sudhanshu";"Senior Staff";111890.0;
"Filipe";"Staff";79486.0;
"Sudhanshu";"Senior Staff";106149.0;
"Nectarios";"Senior Staff";73339.0;
"Genki";"Senior Staff";87696.0;
"Feixiong";"Senior Staff";119749.0;
"Weiwu";"Senior Staff";98686.0;
"Lunjin";"Senior Staff";99121.0;
"Jessie";"Staff";84329.0;
"Subhrajyoti";"Senior Staff";116137.0;
"Mircea";"Staff";72946.0;
"Kersti";"Senior Staff";98630.0;
"Mads";"Senior Staff";101507.0;
"Theron";"Staff";104191.0;
"Persi";"Senior Staff";71706.0;
"Shigeu";"Senior Staff";86796.0;
"Lakshmi";"Staff";68822.0;
"Karlis";"Senior Staff";93030.0;
"Mohammad";"Senior Staff";78883.0;
"Mayuko";"Senior Staff";95076.0;
"Stabislas";"Staff";68536.0;
"Nectarios";"Senior Staff";97792.0;
"Khue";"Senior Staff";67177.0;
"Vasiliy";"Staff";91415.0;
"Nadjib";"Senior Staff";101699.0;
"Uinam";"Senior Staff";83563.0;
"Yuriy";"Senior Staff";86018.0;
"Heejo";"Senior Staff";77247.0;
"Alair";"Senior Staff";90722.0;
"Yakkov";"Senior Staff";77901.0;
"Khalil";"Senior Staff";68918.0;
"Xuejun";"Senior Staff";81388.0;
"Lena";"Senior Staff";86014.0;
"Jolita";"Staff";61138.0;
"Frederique";"Senior Staff";107040.0;
"Willard";"Senior Staff";86698.0;
"Xiaoheng";"Senior Staff";105879.0;
"Behnaam";"Senior Staff";110079.0;
"Yonghong";"Senior Staff";108676.0;
"Sangeeta";"Senior Staff";79911.0;
"Duke";"Senior Staff";95906.0;
"Dipankar";"Senior Staff";85175.0;
"Georgi";"Senior Staff";81156.0;
"Shawna";"Senior Staff";89416.0;
"Kazuhisa";"Senior Staff";94326.0;
"Susanta";"Staff";94987.0;
"Mariusz";"Senior Staff";79171.0;
"Honesty";"Staff";93514.0;
"Xiaopeng";"Senior Staff";77262.0;
"Arif";"Staff";79061.0;
"Theirry";"Senior Staff";96262.0;
"Ferdinand";"Staff";80770.0;
"Giao";"Senior Staff";108977.0;
"Ronghao";"Senior Staff";91196.0;
"Eben";"Staff";76834.0;
"Howell";"Staff";76327.0;
"Maik";"Senior Staff";101730.0;
"Vishu";"Senior Staff";104399.0;
"Hideyuki";"Staff";51986.0;
"Ute";"Senior Staff";99689.0;
"Kitty";"Senior Staff";100474.0;
"Haldun";"Senior Staff";98023.0;
"Siddarth";"Senior Staff";94005.0;
"Duke";"Senior Staff";87183.0;
"Tooru";"Senior Staff";78825.0;
"Ugo";"Senior Staff";70571.0;
"Vishv";"Staff";64862.0;
"Prasadram";"Senior Staff";122496.0;
"Chenyi";"Senior Staff";106875.0;
"Prasadram";"Senior Staff";63649.0;
"Christfried";"Senior Staff";88892.0;
"Naftali";"Senior Staff";105347.0;
"Valter";"Senior Staff";115871.0;
"Laurentiu";"Senior Staff";80010.0;
"Akeno";"Staff";58070.0;
"Mohua";"Senior Staff";80501.0;
"Gregory";"Senior Staff";91562.0;
"Premal";"Staff";69669.0;
"Masasuke";"Senior Staff";93617.0;
"Janalee";"Senior Staff";105501.0;
"Miomir";"Staff";91232.0;
"Surveyors";"Senior Staff";69155.0;
"Henk";"Senior Staff";66831.0;
"Bernardo";"Senior Staff";118872.0;
"Subhankar";"Staff";95869.0;
"Roselyn";"Senior Staff";99223.0;
"Constantine";"Senior Staff";117607.0;
"Prasadram";"Senior Staff";113179.0;
"Volkmar";"Senior Staff";111632.0;
"Eirik";"Senior Staff";70475.0;
"Trygve";"Staff";91392.0;
"Dekang";"Senior Staff";82151.0;
"Branimir";"Senior Staff";102156.0;
"Pranav";"Senior Staff";116685.0;
"Remko";"Senior Staff";89095.0;
"Chuanyi";"Senior Staff";78587.0;
"Kristen";"Senior Staff";110379.0;
"Zhonghui";"Senior Staff";71450.0;
"Yefim";"Senior Staff";77993.0;
"Abdelghani";"Senior Staff";77632.0;
"Bogdan";"Senior Staff";99288.0;
"Rimon";"Senior Staff";68061.0;
"Oguz";"Staff";85746.0;
"Shaw";"Senior Staff";111616.0;
"Pantung";"Senior Staff";98754.0;
"Tadanori";"Senior Staff";110003.0;
"Adel";"Senior Staff";103275.0;
"Fumitake";"Staff";67906.0;
"Vatsa";"Senior Staff";76407.0;
"Arvin";"Senior Staff";81502.0;
"Danil";"Staff";80015.0;
"Vishwani";"Senior Staff";100697.0;
"Geraldo";"Staff";81938.0;
"Weiwu";"Senior Staff";99912.0;
"Pranav";"Senior Staff";98674.0;
"Amstein";"Senior Staff";69325.0;
"Arto";"Senior Staff";95295.0;
"Kersti";"Senior Staff";104877.0;
"Amstein";"Senior Staff";131373.0;
"Adas";"Senior Staff";89262.0;
"Heejo";"Staff";95252.0;
"Tayeb";"Staff";85483.0;
"Kwan";"Senior Staff";67147.0;
"Caolyn";"Senior Staff";60287.0;
"Bodo";"Senior Staff";70271.0;
"Houman";"Senior Staff";96865.0;
"Bernd";"Senior Staff";107374.0;
"Sivanarayana";"Senior Staff";89148.0;
"Armond";"Staff";67924.0;
"Heon";"Senior Staff";66801.0;
"Sakthirel";"Senior Staff";108273.0;
"Jackson";"Senior Staff";96307.0;
"Uwe";"Staff";53618.0;
"Xudong";"Staff";108203.0;
"Shichao";"Senior Staff";92624.0;
"Fay";"Senior Staff";98168.0;
"Kousuke";"Senior Staff";120627.0;
"Ung";"Senior Staff";86063.0;
"Weiyi";"Senior Staff";75225.0;
"Mircea";"Staff";67176.0;
"Van";"Staff";65882.0;
"Stamatina";"Staff";66741.0;
"Heather";"Senior Staff";96906.0;
"Uriel";"Senior Staff";126100.0;
"Hirochika";"Senior Staff";81393.0;
"Seshu";"Senior Staff";82768.0;
"Irena";"Senior Staff";115451.0;
"Krisda";"Senior Staff";124156.0;
"Ayonca";"Senior Staff";55962.0;
"Luigi";"Senior Staff";114913.0;
"Masadi";"Senior Staff";84289.0;
"Gianluca";"Staff";93819.0;
"Magdalena";"Staff";70913.0;
"Doowon";"Senior Staff";67696.0;
"Luerbio";"Senior Staff";97700.0;
"Gro";"Senior Staff";102127.0;
"Bokyung";"Senior Staff";105095.0;
"Unal";"Senior Staff";95906.0;
"Along";"Senior Staff";81197.0;
"Masaru";"Staff";85742.0;
"Nikolaus";"Senior Staff";90057.0;
"Mark";"Staff";105222.0;
"Gian";"Senior Staff";86849.0;
"Ohad";"Senior Staff";98389.0;
"Premsyl";"Senior Staff";112924.0;
"Limsoon";"Senior Staff";98272.0;
"Jinpo";"Senior Staff";80051.0;
"Udi";"Senior Staff";75674.0;
"Djelloul";"Senior Staff";102111.0;
"Mahendra";"Senior Staff";101520.0;
"Adam";"Staff";71448.0;
"Demin";"Senior Staff";89585.0;
"Gita";"Senior Staff";90377.0;
"Shmuel";"Senior Staff";99618.0;
"Jasminko";"Senior Staff";100964.0;
"Kamakshi";"Staff";74884.0;
"Siamak";"Senior Staff";91511.0;
"Subhrajyoti";"Senior Staff";70268.0;
"Chinya";"Staff";79940.0;
"Mechthild";"Senior Staff";78593.0;
"Ekawit";"Senior Staff";76765.0;
"Sushant";"Senior Staff";94858.0;
"Bernt";"Staff";97924.0;
"Masali";"Senior Staff";67536.0;
"Manu";"Senior Staff";108890.0;
"Kaijung";"Senior Staff";105157.0;
"Xumin";"Senior Staff";90565.0;
"Yolla";"Senior Staff";58217.0;
"Ipke";"Senior Staff";79267.0;
"Yannis";"Senior Staff";77980.0;
"Baziley";"Senior Staff";76210.0;
"Jinya";"Senior Staff";100774.0;
"Byong";"Senior Staff";65489.0;
"Trygve";"Senior Staff";93753.0;
"Souichi";"Senior Staff";96447.0;
"Iara";"Senior Staff";85229.0;
"Jaewoo";"Senior Staff";90971.0;
"Kellyn";"Senior Staff";103556.0;
"Yurij";"Senior Staff";110941.0;
"Ohad";"Staff";60317.0;
"Valery";"Senior Staff";86380.0;
"Arnould";"Senior Staff";88946.0;
"Kensei";"Senior Staff";80027.0;
"Kazuhiko";"Senior Staff";65437.0;
"Naftaly";"Senior Staff";64224.0;
"Jackson";"Staff";68271.0;
"Shahaf";"Senior Staff";85853.0;
"Yuichiro";"Senior Staff";113883.0;
"Menkae";"Staff";106749.0;
"Alper";"Senior Staff";98565.0;
"Takahira";"Senior Staff";128780.0;
"Weijing";"Senior Staff";88122.0;
"Nahid";"Staff";132436.0;
"Weijing";"Staff";97562.0;
"Francesca";"Senior Staff";84275.0;
"Dhritiman";"Senior Staff";93826.0;
"Gift";"Senior Staff";112402.0;
"Kamran";"Senior Staff";71246.0;
"Sudhanshu";"Senior Staff";107765.0;
"Chaosheng";"Senior Staff";70078.0;
"Kristinn";"Senior Staff";80899.0;
"Leni";"Senior Staff";62126.0;
"Shuji";"Senior Staff";99647.0;
"Rasikan";"Senior Staff";87990.0;
"Taiji";"Senior Staff";112823.0;
"Udo";"Senior Staff";78440.0;
"Gritta";"Senior Staff";108694.0;
"Rosli";"Senior Staff";97218.0;
"Zhenbing";"Senior Staff";63646.0;
"Adil";"Senior Staff";100207.0;
"Jacqueline";"Senior Staff";84588.0;
"Hongzhu";"Senior Staff";67058.0;
"JoAnna";"Senior Staff";94351.0;
"Jordanka";"Senior Staff";110580.0;
"Boaz";"Senior Staff";92135.0;
"Oddvar";"Senior Staff";92470.0;
"Remzi";"Senior Staff";83898.0;
"Sariel";"Senior Staff";90405.0;
"Shih";"Staff";73505.0;
"Giap";"Senior Staff";96866.0;
"Masaki";"Staff";90355.0;
"Udo";"Senior Staff";118360.0;
"Evgueni";"Staff";99063.0;
"Tamiya";"Senior Staff";98838.0;
"Arvin";"Staff";73130.0;
"Renny";"Senior Staff";81493.0;
"Tadahiro";"Senior Staff";108425.0;
"Peternela";"Senior Staff";104201.0;
"Yishai";"Senior Staff";96962.0;
"Qunsheng";"Senior Staff";87655.0;
"Taegyun";"Staff";97638.0;
"Gurbir";"Senior Staff";95845.0;
"Jinya";"Senior Staff";92820.0;
"Parke";"Senior Staff";79976.0;
"Gro";"Senior Staff";126062.0;
"Ute";"Staff";84895.0;
"Pranjal";"Senior Staff";80691.0;
"Mingdong";"Senior Staff";93447.0;
"Shai";"Senior Staff";76883.0;
"Shaibal";"Senior Staff";95308.0;
"Arch";"Senior Staff";106230.0;
"Yoshimitsu";"Senior Staff";88252.0;
"Subhankar";"Senior Staff";79597.0;
"Uzi";"Staff";44131.0;
"Heeju";"Senior Staff";84855.0;
"Gino";"Staff";68843.0;
"Chinho";"Senior Staff";108046.0;
"Florina";"Senior Staff";70612.0;
"Sachin";"Senior Staff";117855.0;
"Kwan";"Senior Staff";89662.0;
"Ramya";"Senior Staff";65471.0;
"Bernd";"Staff";59446.0;
"Yechezkel";"Senior Staff";80693.0;
"Nobuyoshi";"Senior Staff";89674.0;
"Tamiya";"Senior Staff";98736.0;
"Boriana";"Senior Staff";61003.0;
"Eran";"Senior Staff";113543.0;
"Ferdinand";"Senior Staff";89618.0;
"Zeydy";"Senior Staff";88492.0;
"Zhilian";"Senior Staff";137470.0;
"Mona";"Senior Staff";98384.0;
"Nahid";"Senior Staff";104022.0;
"Arvind";"Staff";82480.0;
"Otmar";"Senior Staff";91638.0;
"Tomofumi";"Staff";93066.0;
"Marjo";"Staff";80293.0;
"Moie";"Senior Staff";114749.0;
"Susanna";"Staff";59614.0;
"Chaosheng";"Senior Staff";93150.0;
"Utpal";"Senior Staff";84268.0;
"Filipp";"Senior Staff";107603.0;
"Heekeun";"Senior Staff";95576.0;
"Tesuro";"Senior Staff";112383.0;
"Venkatesan";"Staff";77580.0;
"Toshimo";"Senior Staff";99771.0;
"Vitaly";"Senior Staff";115958.0;
"Martial";"Senior Staff";93155.0;
"Odinaldo";"Senior Staff";104797.0;
"Patricia";"Senior Staff";79710.0;
"Pintsang";"Senior Staff";87741.0;
"Giao";"Senior Staff";98732.0;
"Tadahiko";"Senior Staff";61295.0;
"Petter";"Senior Staff";76246.0;
"Mohua";"Senior Staff";128666.0;
"Tsuneo";"Staff";81876.0;
"Collette";"Staff";59673.0;
"Palash";"Senior Staff";73212.0;
"Margo";"Senior Staff";102156.0;
"Vugranam";"Senior Staff";84721.0;
"Moty";"Senior Staff";76964.0;
"Hein";"Senior Staff";76143.0;
"Ziyad";"Senior Staff";63551.0;
"Mayuri";"Staff";69671.0;
"Alair";"Senior Staff";106077.0;
"Morrie";"Senior Staff";64594.0;
"Takahira";"Senior Staff";101071.0;
"Somnath";"Senior Staff";70654.0;
"Elliott";"Senior Staff";96360.0;
"Parke";"Staff";58009.0;
"Olivera";"Staff";57940.0;
"Thanasis";"Staff";61390.0;
"Temple";"Staff";79612.0;
"Satoru";"Senior Staff";98747.0;
"Peer";"Senior Staff";105765.0;
"Zhiguo";"Senior Staff";77972.0;
"Bilhanan";"Senior Staff";108895.0;
"Temple";"Senior Staff";74137.0;
"Shietung";"Staff";94890.0;
"Jagoda";"Senior Staff";101728.0;
"Hidde";"Senior Staff";116889.0;
"Gio";"Senior Staff";93211.0;
"Falguni";"Staff";82759.0;
"Radhia";"Staff";63807.0;
"Ortrud";"Staff";91364.0;
"Xiaoqiang";"Senior Staff";102363.0;
"Eberhardt";"Staff";49335.0;
"Shen";"Senior Staff";83162.0;
"Shooichi";"Senior Staff";90458.0;
"Zissis";"Senior Staff";98356.0;
"Gor";"Staff";83434.0;
"Mingdong";"Senior Staff";77937.0;
"Jinya";"Senior Staff";73221.0;
"Mokhtar";"Senior Staff";98845.0;
"Kristof";"Senior Staff";80543.0;
"Palash";"Senior Staff";56604.0;
"Owen";"Senior Staff";106199.0;
"Genevieve";"Senior Staff";95769.0;
"Kamakshi";"Senior Staff";86766.0;
"Katsuo";"Senior Staff";100670.0;
"Supot";"Staff";62487.0;
"Marko";"Senior Staff";115193.0;
"Valdiodio";"Senior Staff";64193.0;
"Alain";"Senior Staff";64307.0;
"Seshu";"Senior Staff";111319.0;
"Huiqun";"Senior Staff";115266.0;
"Keung";"Staff";73804.0;
"Toshimori";"Staff";65624.0;
"Irene";"Senior Staff";75191.0;
"Yongdong";"Senior Staff";97949.0;
"Kristin";"Senior Staff";66707.0;
"Martien";"Senior Staff";102755.0;
"Kiyotoshi";"Senior Staff";87923.0;
"Patricia";"Senior Staff";65149.0;
"Yurii";"Senior Staff";109257.0;
"Sven";"Staff";65520.0;
"Kwun";"Senior Staff";97678.0;
"Nikolaus";"Staff";65644.0;
"Dekang";"Senior Staff";85388.0;
"Sumali";"Senior Staff";91549.0;
"Gill";"Staff";85235.0;
"Eben";"Senior Staff";70761.0;
"Shalesh";"Staff";51347.0;
"Yunming";"Senior Staff";89260.0;
"Prodip";"Senior Staff";93930.0;
"Henk";"Staff";76150.0;
"Rosalyn";"Staff";62528.0;
"Yongmao";"Senior Staff";107692.0;
"Elvia";"Senior Staff";77127.0;
"Mahendra";"Senior Staff";93749.0;
"Mizuhito";"Senior Staff";88401.0;
"Vatsa";"Staff";93254.0;
"Nirmal";"Senior Staff";46839.0;
"Annemarie";"Senior Staff";109396.0;
"Nalini";"Senior Staff";68792.0;
"Oscar";"Staff";53750.0;
"Steen";"Senior Staff";100456.0;
"Mona";"Senior Staff";104075.0;
"Margareta";"Staff";90146.0;
"Rasiah";"Senior Staff";96050.0;
"Maren";"Senior Staff";78240.0;
"Sumant";"Senior Staff";87554.0;
"Xinyu";"Staff";69542.0;
"Hironoby";"Senior Staff";98350.0;
"Yishay";"Staff";82415.0;
"Georg";"Senior Staff";95410.0;
"Lubomir";"Staff";76559.0;
"Fay";"Staff";70491.0;
"Filipe";"Senior Staff";90115.0;
"Herb";"Senior Staff";66915.0;
"Patricio";"Senior Staff";84795.0;
"Gaetan";"Staff";78028.0;
"Huan";"Staff";59251.0;
"Eckart";"Staff";102201.0;
"Bedrich";"Senior Staff";111029.0;
"Toshiki";"Senior Staff";114230.0;
"Kitty";"Staff";81667.0;
"Gay";"Senior Staff";86797.0;
"Conrado";"Senior Staff";75996.0;
"Mart";"Senior Staff";96992.0;
"Along";"Senior Staff";120826.0;
"Denis";"Senior Staff";114463.0;
"Ottavia";"Senior Staff";112351.0;
"Arve";"Senior Staff";64231.0;
"Arne";"Staff";88779.0;
"Aloke";"Senior Staff";100334.0;
"Marit";"Staff";81167.0;
"Keung";"Senior Staff";108696.0;
"Guozhong";"Senior Staff";81076.0;
"Adam";"Senior Staff";79953.0;
"Guoxiang";"Senior Staff";70757.0;
"Josyula";"Senior Staff";90640.0;
"Heon";"Senior Staff";99274.0;
"Arunachalam";"Senior Staff";97231.0;
"Teruyuki";"Senior Staff";92825.0;
"Panayotis";"Senior Staff";76509.0;
"Nathan";"Staff";66040.0;
"Martial";"Staff";71336.0;
"Arnd";"Senior Staff";113489.0;
"Pranav";"Senior Staff";83672.0;
"Shrikanth";"Senior Staff";80138.0;
"Youpyo";"Senior Staff";93389.0;
"Marsal";"Senior Staff";57033.0;
"Shahid";"Staff";86868.0;
"Jeong";"Senior Staff";90243.0;
"Lunjin";"Staff";80406.0;
"Rutger";"Senior Staff";102968.0;
"Jaewon";"Senior Staff";101672.0;
"Taisook";"Staff";57661.0;
"Margo";"Senior Staff";87623.0;
"Djelloul";"Staff";84719.0;
"Basem";"Senior Staff";124459.0;
"Chikako";"Senior Staff";118866.0;
"Hatim";"Staff";74493.0;
"Sanjit";"Staff";63781.0;
"Phule";"Senior Staff";112928.0;
"Nakhoon";"Staff";77522.0;
"Arnd";"Senior Staff";99565.0;
"Gonzalo";"Senior Staff";106829.0;
"Weiyi";"Staff";92725.0;
"Goncalo";"Staff";90530.0;
"Zhaofang";"Senior Staff";85432.0;
"Shao";"Senior Staff";121585.0;
"Shir";"Senior Staff";97749.0;
"Sushant";"Staff";71801.0;
"Odysseas";"Senior Staff";73267.0;
"Hercules";"Staff";68094.0;
"Moto";"Senior Staff";121321.0;
"Samphel";"Senior Staff";91054.0;
"Beshir";"Staff";78641.0;
